stabf,new_stabf
0,4.1101558e-09
0,2.0370993e-07
1,1.11973776e-07
0,2.8896972e-11
0,1.8063113e-07
1,1.0204205e-05
0,3.2536465e-09
0,2.6055127e-09
1,4.775482e-05
0,9.945901e-07
0,5.122073e-13
0,2.380808e-10
0,6.233352e-11
0,8.754529e-11
0,4.054048e-06
1,0.82277465
0,2.409934e-10
0,2.7122996e-12
1,0.0062137763
0,4.162541e-09
0,1.0470846e-10
0,8.415479e-09
0,4.2410448e-07
0,1.4379982e-09
1,7.726555e-06
1,7.8205414e-10
0,1.1995986e-07
0,9.152876e-10
1,6.4080523e-06
0,1.092062e-12
0,1.5387025e-10
0,1.6474752e-09
0,6.8471906e-10
1,1.4353921e-09
0,1.01917745e-10
1,1.7693135e-05
0,2.859836e-11
0,1.656745e-10
0,1.0874975e-06
0,7.8875416e-08
1,3.0160454e-08
1,1.5281801e-12
0,6.57312e-10
0,5.7799017e-08
0,6.748975e-09
1,1.4890195e-10
0,2.9374786e-10
0,9.022126e-08
1,6.2206613e-09
0,1.0124159e-06
1,4.4477586e-09
0,2.208114e-12
0,1.1395828e-09
1,1.1465064e-10
0,1.2282096e-10
0,1.0889341e-05
0,3.8405905e-09
1,0.003450164
0,4.6654874e-10
1,3.6005477e-07
0,1.9191262e-09
0,6.658767e-09
0,2.9965438e-08
0,4.459077e-06
0,5.9397415e-08
1,1.7391391e-08
1,0.01581736
0,2.4711042e-11
0,6.1385053e-06
0,7.347522e-05
1,9.858823e-06
0,2.8631355e-09
0,3.837952e-10
0,1.4747332e-08
1,1.134205e-09
1,3.284422e-05
1,2.2006525e-06
1,1.5436276e-08
1,1.1387447e-08
0,3.9907344e-09
0,1.3255792e-10
0,7.373954e-10
1,1.536818e-08
0,7.642443e-09
1,0.0001220386
0,2.3653837e-09
1,2.5235747e-07
1,2.5479846e-07
1,0.00024163636
0,1.9817487e-10
0,2.4987945e-10
0,1.3705694e-10
0,2.0723458e-12
1,4.710398e-11
0,5.246429e-10
1,8.194986e-09
0,9.744691e-10
0,8.059748e-10
0,4.2784023e-07
0,1.417755e-09
0,1.1147297e-08
0,1.0572935e-06
0,3.3258576e-10
1,4.519835e-09
1,8.612784e-08
1,4.978715e-10
0,7.910811e-10
0,3.151653e-10
0,2.9173735e-09
1,2.1807966e-06
0,4.1880406e-09
0,2.7448408e-09
0,3.1957843e-08
0,2.3717146e-07
0,8.882111e-09
1,4.1664935e-06
0,9.842771e-12
0,6.4322256e-11
0,1.296541e-07
1,4.1115906e-09
0,3.8477173e-09
1,1.890596e-08
1,7.5329694e-11
0,2.8934047e-10
0,3.3416055e-07
0,3.283125e-10
0,3.503182e-11
0,1.5797454e-08
0,1.2517765e-11
0,2.1431116e-11
0,8.55184e-08
0,4.214888e-12
0,2.875983e-07
1,1.09665645e-08
1,3.9567843e-10
0,6.766308e-10
0,3.2197277e-14
0,8.563277e-09
0,4.314408e-11
1,8.777783e-08
0,1.6053867e-10
0,1.713528e-09
1,5.1357715e-06
1,3.5397775e-07
1,2.7319148e-08
1,7.215764e-09
0,3.185673e-10
1,0.00037881482
0,3.69765e-11
0,6.607206e-11
1,5.7168936e-11
0,4.131826e-09
0,3.466759e-10
0,7.2774526e-08
1,0.00012130534
0,2.26149e-07
0,6.2963875e-07
1,6.9751886e-06
1,0.0036796909
0,3.2379341e-09
0,3.6453227e-09
0,8.269226e-08
1,5.704229e-10
1,1.3397175e-05
0,5.48799e-08
1,9.493742e-08
1,4.3388e-08
0,1.9985132e-06
0,3.0357925e-10
0,9.401875e-08
1,1.0059649e-07
1,2.5257023e-05
0,4.4866613e-10
1,1.8596634e-08
1,2.4737662e-07
0,7.683035e-08
1,0.0010583143
0,8.555936e-08
0,2.380902e-11
0,3.4885834e-09
0,7.2129906e-11
1,0.00011272254
1,2.0706015e-10
1,5.2221395e-07
1,5.979007e-07
1,8.1513205e-09
1,0.019205566
1,6.3043315e-10
0,3.7232535e-08
0,4.2198636e-10
1,1.5759346e-06
1,1.0787324e-05
0,4.1314852e-14
1,9.017968e-07
1,6.389325e-06
0,1.08686816e-10
1,3.61881e-06
1,3.9922393e-06
0,1.3318338e-10
0,4.4280174e-10
1,1.2446313e-08
1,6.17415e-12
1,4.1492298e-10
1,8.629301e-06
1,8.7337827e-07
0,5.793933e-11
1,2.5416875e-09
1,9.552645e-09
1,6.9334213e-12
0,3.1882624e-10
0,2.74816e-10
1,8.917288e-08
0,5.2777384e-08
1,1.3054501e-08
1,4.5064265e-08
0,1.7664215e-07
1,1.2347347e-10
1,2.1966282e-09
1,2.4761504e-05
0,3.391219e-07
0,6.460462e-13
1,6.8025074e-06
1,9.274726e-06
1,4.8638365e-05
0,2.586889e-09
0,1.6432402e-07
0,1.978083e-09
1,3.653914e-08
1,1.3493276e-07
1,8.617084e-09
0,4.8810495e-10
0,2.6032636e-08
0,4.9998636e-09
0,6.169684e-10
1,1.7327282e-07
0,4.8798552e-11
1,2.9783763e-07
0,3.7055276e-08
1,1.3256271e-06
0,5.2038985e-12
0,8.424681e-09
0,8.6470453e-10
0,7.258406e-08
0,2.4857788e-10
0,1.8449511e-09
0,1.4246686e-11
0,8.927664e-09
0,3.9614784e-07
0,1.541279e-09
1,1.3475364e-05
0,7.442158e-10
1,2.7344838e-09
0,1.4137565e-08
0,6.538427e-08
1,3.4801164e-09
0,2.1495355e-10
0,1.1922224e-08
1,1.4280968e-05
1,4.30653e-08
1,2.0158664e-09
0,3.766059e-11
1,1.4423395e-11
1,2.7756497e-09
0,2.354941e-08
0,9.062199e-10
1,0.00010107498
0,1.6989096e-09
0,1.3931024e-08
0,2.9742721e-05
0,2.5650382e-10
1,4.9668125e-07
1,2.8698785e-06
0,1.8060187e-09
1,9.931836e-08
0,3.0446425e-09
1,1.1525261e-08
1,5.533e-10
0,4.6560913e-07
1,5.290657e-09
0,3.4299692e-08
1,8.1819024e-08
0,1.3690392e-09
0,4.1116166e-08
0,1.7421902e-08
1,2.0177179e-08
0,2.7533542e-10
0,1.9589936e-05
1,0.0008160309
0,1.1044519e-09
1,7.800162e-10
1,1.2234178e-08
0,4.20806e-12
1,2.521339e-10
0,1.0520377e-09
0,4.7957642e-09
0,3.4944705e-09
1,7.591249e-07
0,6.2811805e-09
1,7.26732e-07
0,2.3557721e-08
0,1.4677683e-08
0,5.7068564e-07
0,3.75248e-10
0,4.283558e-12
0,2.0687037e-09
1,0.049232967
0,2.7143512e-10
0,8.462021e-11
0,6.790856e-11
0,8.237722e-09
0,1.5259698e-08
0,7.582507e-09
1,0.16880947
0,1.5529556e-06
0,4.000208e-12
0,6.2204952e-09
1,2.3446551e-08
0,3.1602826e-07
0,5.6396914e-07
0,1.43405465e-08
1,2.90929e-06
0,2.754703e-11
0,3.1908002e-13
0,3.7374127e-07
1,2.1077619e-11
0,6.12003e-07
1,1.635899e-07
0,1.1119818e-08
0,9.53617e-07
0,1.3312876e-06
0,3.3527179e-09
0,2.6087945e-09
1,3.5486895e-08
0,2.632368e-08
0,2.5486133e-10
1,0.030113751
0,3.3827877e-08
1,6.77357e-07
1,3.0753974e-05
0,1.1773333e-11
1,1.108161e-06
0,5.206812e-10
0,2.2672335e-10
0,1.0511021e-11
0,1.6375755e-07
0,1.1866144e-08
0,2.9378483e-10
0,7.699677e-10
1,1.7073359e-09
0,3.862131e-08
1,1.317889e-08
1,2.624863e-07
1,1.2889552e-07
0,9.7791684e-11
0,2.7581772e-08
0,5.3413745e-09
0,1.8154758e-08
1,1.065449e-08
1,6.50982e-07
0,5.596406e-07
0,4.182742e-12
0,1.6957628e-09
0,3.663754e-08
0,3.580097e-09
1,1.8799996e-11
0,8.239489e-11
1,1.9667868e-07
1,2.1084343e-10
0,2.7955224e-07
0,7.01864e-13
0,1.6082473e-12
0,2.3109718e-10
0,5.8913827e-08
1,2.2064312e-11
0,7.867929e-09
1,4.7447584e-09
0,2.0264537e-08
0,1.4905943e-09
0,1.32818485e-08
0,1.5794953e-08
1,9.061516e-08
0,3.638458e-10
0,4.9474886e-09
0,3.0227e-10
0,1.5412976e-08
0,4.037292e-12
0,1.6808915e-06
1,2.0429319e-07
0,3.4110113e-07
1,5.0829355e-11
1,9.02309e-08
0,8.7428687e-10
0,3.1522764e-11
0,4.539308e-13
1,7.2304015e-06
0,1.8175607e-09
1,6.5732486e-09
0,1.8676778e-07
0,1.7946218e-09
0,6.673009e-08
0,8.1436764e-07
1,1.1997233e-07
0,7.0386125e-10
0,5.035062e-09
0,3.3695738e-08
0,7.408839e-12
0,4.350546e-10
0,8.428033e-11
1,0.9147776
0,8.2066814e-10
1,2.2865954e-05
1,8.4921375e-08
1,4.5897363e-07
0,1.4135817e-07
0,2.4955066e-11
0,3.0689373e-09
0,3.992765e-10
1,2.6258151e-06
0,2.1555167e-11
0,2.5371403e-08
0,3.5784978e-10
0,5.531649e-07
1,4.625637e-08
0,3.689348e-09
1,3.7590317e-07
1,3.3145227e-07
0,2.6325875e-09
0,3.8515293e-12
1,1.23500255e-11
0,9.578227e-08
0,6.009809e-10
0,4.379895e-10
1,4.269743e-06
0,4.3135578e-12
1,8.51893e-10
0,5.3817785e-06
1,1.4695476e-07
0,1.4629268e-09
0,3.1844408e-13
1,1.5655255e-07
1,5.9162204e-09
1,1.05219314e-07
0,4.796462e-12
0,3.767329e-08
1,4.834643e-12
0,7.589652e-06
0,1.0105494e-08
1,6.6455265e-11
0,1.2185296e-08
1,4.4186066e-07
1,1.6727122e-07
0,1.670526e-10
1,1.3274098e-08
1,3.9784964e-06
1,2.477656e-10
1,1.1172261e-06
0,1.4663826e-06
1,7.9476675e-10
0,2.5618405e-10
0,1.6826144e-13
0,1.350165e-10
0,1.7002174e-11
0,1.0765717e-06
0,1.087218e-07
0,7.147903e-09
0,1.4408959e-11
1,0.6752223
0,1.233016e-11
0,3.853343e-09
0,6.154832e-08
0,1.2073277e-06
1,4.237521e-09
0,2.0051587e-10
1,2.03577e-12
0,5.8629066e-09
0,3.7865128e-08
0,7.9078573e-13
0,2.17038e-08
0,1.5201965e-09
0,2.243131e-08
1,1.7919588e-11
0,3.5933104e-11
0,2.6889806e-08
0,5.863687e-10
0,6.544026e-09
1,6.3616e-09
0,1.0034684e-10
0,1.934702e-09
0,3.269368e-08
1,2.7017103e-07
0,7.743925e-09
0,8.645849e-12
0,9.669916e-08
0,5.721363e-07
0,8.622703e-10
0,4.0881152e-13
0,7.794812e-09
0,2.7027262e-11
0,5.11886e-13
1,0.00091574073
0,2.6155755e-09
0,2.136613e-08
1,5.7976752e-09
0,7.708909e-09
0,3.0152286e-08
0,1.9041153e-09
1,4.3929718e-10
0,3.9268797e-12
0,2.5923073e-09
0,1.026122e-09
0,9.74991e-11
0,2.1748795e-06
0,5.747134e-11
1,3.708117e-11
1,7.809042e-08
0,5.8021474e-08
1,7.610349e-07
0,2.671115e-08
1,3.0724692e-09
0,8.0255086e-10
0,3.4488704e-11
0,1.4128411e-10
0,4.728347e-11
0,8.794318e-09
0,2.2015978e-10
0,4.8963295e-11
0,1.3051324e-06
1,1.9743038e-07
1,6.904602e-11
0,2.3911396e-13
0,2.5814966e-09
1,2.0368916e-05
0,2.8790108e-09
0,7.5582764e-13
1,2.3516687e-08
1,2.8027376e-05
1,8.940547e-09
0,8.96981e-12
1,1.7333629e-07
0,8.5236274e-10
1,1.017319e-05
0,7.0477775e-09
1,0.00022047093
1,8.754958e-12
0,4.0228163e-09
0,6.1488314e-10
0,1.3335649e-10
0,2.8446903e-11
1,4.310291e-09
1,2.1459223e-06
0,4.048509e-07
0,4.30679e-09
0,2.1600974e-11
1,0.00012107249
0,3.6506524e-09
1,7.208675e-05
0,2.7018323e-09
0,5.7479915e-10
0,2.4074323e-08
0,2.4431939e-09
1,1.4693859e-10
1,2.3795134e-05
0,4.2049053e-09
0,3.4780845e-10
0,1.307964e-13
0,1.3103064e-09
0,5.3125036e-06
0,1.1302336e-09
0,5.8365114e-08
0,4.4836246e-10
1,1.4761762e-09
1,2.9202644e-08
0,3.0777144e-08
1,1.9686405e-08
1,1.642806e-09
1,1.3353987e-06
1,1.9968918e-10
0,0.0022985656
1,2.7846707e-12
0,1.5767639e-10
0,3.859139e-09
0,7.6121785e-07
1,4.1575444e-08
1,0.00018175782
0,6.234202e-09
0,3.0107674e-09
1,5.018448e-08
1,1.7360495e-09
0,5.0280292e-08
0,4.778965e-12
0,2.6178963e-09
1,7.7908034e-08
0,3.3856443e-10
0,2.1424726e-12
0,7.4190166e-13
1,1.15561924e-07
0,1.1337407e-08
0,6.319368e-10
1,1.6784258e-08
1,2.2484368e-09
1,3.2421363e-09
0,4.6460357e-08
0,9.4378964e-07
1,0.00013895216
0,2.3497027e-10
1,6.2913603e-09
1,4.704301e-05
1,1.6772313e-07
0,3.6598368e-07
1,4.0798953e-10
0,5.0802483e-12
0,7.2701965e-08
0,4.4665214e-09
0,1.7672032e-09
1,1.37236e-08
0,2.56687e-09
1,1.4762473e-08
0,2.124689e-12
0,1.3871175e-09
0,7.955498e-09
0,5.322908e-12
1,1.1384045e-06
1,0.37787512
1,1.9827015e-05
0,4.7578526e-13
1,1.3356359e-08
1,7.913842e-11
0,7.1179285e-10
1,9.791735e-10
1,3.772729e-08
0,3.7219557e-11
0,3.4515116e-10
0,1.0350816e-09
0,4.968121e-13
0,5.389315e-10
0,1.608012e-11
0,2.0863962e-07
1,2.1845788e-06
1,0.3023516
1,1.5939606e-06
1,1.9054414e-09
0,1.7026798e-12
1,7.367965e-10
1,1.3516054e-10
0,6.262959e-10
0,4.289541e-09
0,3.3360372e-09
1,0.015009693
1,1.4109196e-05
1,5.247052e-09
1,9.685248e-05
0,6.2716898e-12
1,6.6623147e-06
0,1.29028845e-11
0,7.702442e-09
0,3.443566e-11
0,1.9007716e-11
1,7.706149e-06
1,4.7764295e-09
0,1.931974e-12
1,1.9785698e-09
0,1.0898046e-08
0,2.106968e-09
1,3.736106e-09
0,6.034014e-08
1,5.3355094e-09
0,8.4983114e-08
0,2.7547533e-09
0,3.109032e-08
0,1.1350648e-08
0,1.4158316e-08
0,3.0673416e-08
0,1.9382579e-10
0,1.5627433e-09
0,2.4913624e-09
0,3.2597865e-11
1,1.7151033e-10
0,1.5960882e-08
1,0.00010245125
1,3.9742795e-06
1,0.07534659
1,4.3549315e-09
0,1.1929048e-08
1,1.6993434e-06
0,1.8533417e-09
0,1.9658966e-09
1,2.5839646e-09
0,1.2445103e-08
1,3.1499272e-05
1,0.013299962
1,4.286166e-07
1,0.53425145
0,1.109342e-12
0,6.3977157e-09
1,1.5698384e-06
0,1.5859275e-09
1,1.3501659e-09
1,5.9583395e-05
0,3.6230237e-09
0,2.9846917e-11
1,6.1645338e-09
1,9.017994e-07
1,0.0012116099
0,1.3945499e-10
1,1.3200626e-08
1,7.9544655e-09
0,6.7189357e-12
0,3.4377354e-09
0,1.38253275e-08
0,5.291582e-10
1,1.6121194e-09
0,2.711495e-10
0,6.87646e-08
0,6.6559225e-09
0,3.2275102e-07
1,3.006882e-09
0,7.2258453e-09
0,7.5818345e-11
1,0.0025873298
1,1.7158003e-10
1,1.6306763e-05
0,6.4204066e-08
0,1.2642893e-08
0,4.850463e-09
1,4.324669e-09
0,2.3131151e-10
1,9.691342e-07
0,3.3267805e-12
0,1.1369145e-07
0,1.3781807e-12
0,1.0019358e-08
0,1.795071e-08
0,1.4969515e-08
0,1.0894447e-12
0,7.1366944e-12
0,3.5003473e-09
0,7.912921e-11
1,9.701012e-11
0,1.5376154e-08
0,1.6088204e-09
0,1.3290115e-07
0,1.21982024e-08
0,3.206552e-10
0,1.5775163e-09
1,4.6205972e-10
1,1.2750367e-08
1,0.023216695
1,2.3759845e-11
0,2.0284302e-11
1,3.949119e-09
1,1.1628288e-06
1,1.3082154e-06
0,4.3618082e-12
0,8.469035e-09
1,2.2275085e-06
1,0.970386
0,8.0432083e-10
1,0.008596133
0,5.8615925e-11
0,7.0354035e-14
0,2.1431774e-06
0,8.275876e-10
1,0.65914136
0,3.530522e-08
0,4.8799294e-11
0,6.3634205e-09
1,9.552301e-08
0,1.0236361e-08
0,7.553623e-09
0,2.2327782e-09
1,2.6527835e-10
0,1.2262306e-08
1,4.954732e-09
0,1.3344091e-11
0,9.3937196e-08
0,5.0899523e-10
0,6.476442e-08
1,1.5058849e-10
0,4.3189463e-10
0,8.84397e-10
1,1.420466e-05
0,9.367067e-07
1,0.056528196
0,2.0885607e-11
0,1.33457e-10
1,3.0775552e-06
0,3.695829e-12
0,3.6653066e-07
0,9.900791e-10
0,5.1564335e-08
0,1.5014309e-10
1,9.7516896e-08
0,1.4638561e-09
0,6.466102e-11
0,5.093779e-10
0,7.816157e-10
0,1.4436518e-08
0,2.6345691e-11
1,1.1697488e-05
0,1.592387e-07
0,4.4236026e-10
1,5.477081e-09
0,8.613133e-11
0,4.3358628e-07
1,0.010457484
0,9.76629e-07
0,1.9480037e-08
1,2.4662502e-05
0,7.523779e-11
0,2.0774316e-08
0,7.6699e-12
1,2.3851511e-08
0,2.4097003e-13
1,0.00040258252
0,3.4221703e-10
0,1.1294086e-05
0,4.170994e-06
1,4.5302386e-06
0,5.002601e-09
0,4.791195e-12
0,2.4791594e-10
0,4.1464023e-08
1,2.7044894e-07
0,9.59548e-10
0,1.3321737e-07
1,0.0001116944
0,1.3083022e-07
0,4.094563e-12
0,6.6125985e-08
0,1.5979792e-07
1,1.5466948e-07
1,5.7674077e-10
1,2.6147143e-05
1,3.2514037e-11
0,8.240762e-11
0,3.2390397e-09
0,6.5126324e-07
0,2.717639e-07
0,1.6329404e-09
1,0.0066716163
0,1.056854e-06
0,1.5365176e-10
0,3.5555918e-09
0,3.612314e-06
0,8.052587e-10
1,7.624975e-08
0,2.752054e-09
0,6.878532e-06
1,4.4243077e-08
1,2.6752705e-08
1,1.2330222e-09
1,7.0122866e-08
1,6.2398084e-07
0,4.599964e-08
0,5.0027003e-11
1,0.00010775672
0,4.5444457e-09
1,3.4178157e-08
1,4.053668e-11
0,1.0699571e-09
0,9.382842e-10
0,8.0665027e-13
1,6.1421497e-07
1,2.1285407e-10
0,3.0908194e-09
0,2.6973228e-12
1,5.5087014e-07
1,1.667216e-06
0,1.3637512e-09
0,4.342026e-09
1,6.369957e-05
0,6.585886e-09
0,8.871978e-11
0,1.2699562e-07
0,5.087866e-07
0,3.9236988e-07
1,0.0029365656
0,3.1332464e-10
0,1.1437167e-07
1,2.700769e-10
0,3.2127687e-08
1,3.2338612e-06
1,2.1606234e-06
0,5.924269e-10
0,2.97669e-09
0,9.282271e-10
0,1.1463862e-10
1,3.3131688e-05
1,6.2245807e-12
0,2.2754715e-08
0,5.5709313e-07
1,2.1668503e-09
0,3.631048e-13
0,8.9482626e-08
0,2.5331293e-10
1,8.351009e-09
1,4.838599e-09
0,5.079772e-09
0,8.201866e-09
0,6.843404e-10
0,5.5610943e-09
1,2.8211199e-08
0,6.2839512e-12
0,5.798715e-09
0,2.7093117e-07
0,3.825924e-09
1,7.4690554e-08
0,1.0284349e-11
0,6.68816e-08
0,5.8779444e-09
0,6.2220834e-10
1,0.11583751
1,8.6516316e-10
1,3.6150785e-09
0,2.641727e-09
1,1.1176883e-09
0,2.4937071e-08
0,6.32873e-09
0,4.513153e-08
0,3.7408268e-09
0,2.539871e-08
1,9.172209e-09
0,5.0016297e-08
1,1.5362953e-09
0,1.2210295e-10
0,1.8584133e-10
0,1.7409047e-08
0,8.229324e-08
0,5.4188876e-10
0,8.664153e-09
0,5.4456955e-09
1,5.104179e-09
0,1.5844484e-10
0,8.568555e-09
1,0.2980874
0,1.0017793e-07
1,2.9147214e-12
0,6.7120163e-09
0,1.3107075e-11
1,2.2142933e-07
0,1.8249459e-09
1,1.3892161e-06
1,1.2615071e-08
0,7.5555135e-08
0,7.46284e-10
0,4.5203034e-08
0,6.5977325e-08
1,3.2432453e-08
0,1.0447729e-09
0,5.8278538e-09
1,1.7339382e-09
0,1.45442e-07
0,1.8098248e-10
0,2.619829e-13
0,3.996221e-08
1,1.6225345e-08
1,8.428237e-08
0,5.8534093e-09
1,4.5346465e-07
1,3.2070442e-08
0,9.815895e-10
1,1.2947734e-05
0,8.1166386e-11
1,5.560804e-10
0,2.0849567e-09
1,1.01010995e-08
0,5.16093e-08
0,6.7631655e-12
0,4.901682e-12
0,1.0074465e-09
0,1.15183266e-10
0,1.8095124e-08
1,3.071452e-07
1,1.1847367e-07
0,1.0255845e-08
0,4.3490544e-09
1,2.786446e-07
0,3.3836625e-10
0,1.3477735e-08
0,5.559791e-07
0,1.6779793e-10
0,5.2628228e-11
0,2.3284118e-11
1,0.0015151516
0,4.3336388e-07
0,1.1508719e-12
0,2.4765373e-07
0,4.3821265e-07
0,3.096672e-10
0,8.312776e-12
0,9.320551e-11
1,1.7755002e-10
1,5.86306e-07
0,4.9903525e-07
0,3.934413e-09
0,2.9717773e-09
0,4.218906e-10
0,3.9574758e-08
1,2.0667863e-05
0,7.7610314e-13
0,6.714212e-11
0,3.8558227e-08
0,6.732444e-12
1,1.8120413e-11
0,7.484515e-08
0,1.7848193e-11
0,4.9295354e-09
1,1.6093912e-09
1,1.1419707e-07
1,1.5016013e-08
1,0.9782167
0,1.6429017e-07
0,3.626484e-11
0,2.074433e-09
0,4.0068834e-08
0,2.5402287e-09
0,2.2749787e-10
0,6.2873157e-10
0,3.164079e-10
0,1.9627056e-08
0,3.3056216e-13
0,1.5279988e-09
1,0.18417035
0,5.601675e-09
1,1.3046802e-07
1,6.4974273e-07
0,1.1806115e-08
0,2.8639732e-07
1,0.00011707431
0,3.2025424e-10
1,0.0015478646
0,5.067946e-09
0,3.0781543e-12
0,2.0879982e-08
0,5.716948e-11
0,2.4267977e-10
0,6.421173e-10
0,1.5012769e-06
0,9.914838e-07
0,3.6052757e-07
0,5.4137797e-12
0,9.137238e-12
1,2.6064768e-09
1,1.8912091e-08
0,2.049895e-08
1,0.1554567
0,4.0260444e-11
0,1.4527621e-11
0,3.3319418e-09
1,1.097172e-10
0,7.4276215e-07
1,1.799947e-07
0,8.8855134e-10
0,2.5843294e-09
1,1.740742e-08
0,1.800877e-08
0,4.977813e-10
1,1.0012764e-12
1,7.089602e-08
0,2.1516138e-07
1,3.4950565e-07
0,1.0973762e-08
0,1.4718613e-08
0,2.3658775e-11
1,0.0007047942
0,4.9070604e-08
0,1.1550529e-11
0,1.5831793e-14
1,1.23415975e-05
1,1.0784434e-09
0,2.765972e-07
0,9.876146e-09
0,8.316646e-12
0,5.862007e-11
0,5.6972405e-09
0,1.8630075e-08
1,2.8792878e-11
0,3.786545e-10
1,1.4704754e-05
0,6.170955e-10
0,2.3445288e-09
1,1.7974327e-05
0,4.921944e-09
0,4.6417816e-09
0,6.642682e-09
1,2.215234e-06
0,1.8254402e-09
0,3.0787413e-12
0,1.0831554e-06
1,2.2849343e-05
1,1.19617205e-08
1,0.14205067
0,1.0624175e-07
1,3.9409795e-08
0,3.2511946e-10
0,8.117956e-07
0,5.618758e-11
0,9.239819e-11
0,5.182795e-10
0,1.3824498e-05
1,1.2470385e-08
1,0.072258756
0,3.4820686e-09
1,6.727037e-09
0,8.909102e-10
0,8.33142e-10
0,2.0517368e-12
0,4.875174e-07
0,1.8849985e-10
0,1.4808596e-10
1,9.332772e-06
0,1.6674779e-08
1,1.2131667e-06
1,7.295896e-07
1,1.5311325e-05
0,5.2994054e-12
